,,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA,xG+xA,npxG,npxG+xA,Matches
766,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,20,19,1680,2,2,0,0,7,0,0.11,0.11,0.21,0.11,0.21,0.5,0.5,0.6,0.03,0.03,0.05,0.03,0.05,Matches
767,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,28,28,2445,2,2,0,0,5,0,0.07,0.07,0.15,0.07,0.15,0.9,0.9,3.5,0.03,0.13,0.16,0.03,0.16,Matches
768,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,31,1988,22,22,1923,1,4,0,0,11,0,0.05,0.19,0.23,0.05,0.23,0.6,0.6,2.0,0.03,0.10,0.12,0.03,0.12,Matches
769,Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,17,14,1352,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
770,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,eng Premier League,33,1986,23,21,1782,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.7,0.7,0.8,0.03,0.04,0.07,0.03,0.07,Matches
771,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,1987,19,16,1395,0,1,0,0,5,1,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.4,0.03,0.02,0.05,0.03,0.05,Matches
772,William Vainqueur\William-Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,21,21,1715,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.03,0.03,0.05,0.03,0.05,Matches
773,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,23,23,2070,3,1,0,0,2,0,0.13,0.04,0.17,0.13,0.17,0.6,0.6,0.3,0.03,0.01,0.04,0.03,0.04,Matches
774,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,19,18,1543,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,0.9,0.03,0.05,0.08,0.03,0.08,Matches
775,Dídac Vilà\Didac-Vila,es ESP,DF,Espanyol,es La Liga,30,1989,21,19,1742,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.1,0.03,0.06,0.09,0.03,0.09,Matches
776,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,eng Premier League,25,1994,19,18,1493,2,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.3,0.03,0.08,0.11,0.03,0.11,Matches
777,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,eng Premier League,26,1993,15,15,1295,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
778,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,eng Premier League,24,1994,22,19,1804,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.03,0.01,0.04,0.03,0.04,Matches
779,Max Aarons\Max-Aarons,eng ENG,DF,Norwich City,eng Premier League,19,2000,27,27,2430,0,1,0,0,6,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,3.5,0.02,0.13,0.15,0.02,0.15,Matches
780,Lumor Agbenyenu\Lumor-Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20,17,1607,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.8,0.02,0.10,0.12,0.02,0.12,Matches
781,Mickaël Alphonse\Mickael-Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,17,15,1378,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.4,0.02,0.03,0.04,0.02,0.04,Matches
782,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,26,18,1695,1,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,0.8,0.02,0.04,0.06,0.02,0.06,Matches
783,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,26,24,2164,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,1.2,0.02,0.05,0.08,0.02,0.08,Matches
784,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,29,1989,21,21,1835,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,2.2,0.02,0.11,0.13,0.02,0.13,Matches
785,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,24,22,1911,1,4,0,0,3,1,0.05,0.19,0.24,0.05,0.24,0.5,0.5,2.4,0.02,0.11,0.13,0.02,0.13,Matches
786,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,18,16,1506,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.01,0.03,0.02,0.03,Matches
787,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,25,25,2082,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.02,0.02,0.02,Matches
788,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,22,21,1859,1,0,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.4,0.02,0.02,0.04,0.02,0.04,Matches
789,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,28,28,2520,2,3,0,0,6,0,0.07,0.11,0.18,0.07,0.18,0.5,0.5,1.8,0.02,0.07,0.09,0.02,0.09,Matches
790,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,28,28,2432,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,0.02,0.03,0.05,0.02,0.05,Matches
791,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,23,1996,20,17,1544,1,0,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.1,0.02,0.00,0.02,0.02,0.02,Matches
792,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,20,18,1620,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,0.02,0.05,0.07,0.02,0.07,Matches
793,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,25,1994,15,14,1305,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.02,0.02,0.04,0.02,0.04,Matches
794,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,30,1988,19,18,1346,0,1,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.02,0.04,0.06,0.02,0.06,Matches
795,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,Lille,fr Ligue 1,19,1999,18,16,1419,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.7,0.02,0.11,0.13,0.02,0.13,Matches
796,Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,es La Liga,27,1992,24,22,1921,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.1,0.02,0.05,0.07,0.02,0.07,Matches
797,Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,22,22,1838,1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
798,Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,22,22,1971,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.02,0.01,0.03,0.02,0.03,Matches
799,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,20,18,1497,0,4,0,0,5,0,0.00,0.24,0.24,0.00,0.24,0.3,0.3,2.8,0.02,0.17,0.19,0.02,0.19,Matches
800,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33,1986,20,17,1597,0,1,0,0,9,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.0,0.02,0.05,0.08,0.02,0.08,Matches
801,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,19,17,1477,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.03,0.02,0.03,Matches
802,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,25,25,2244,1,2,0,0,3,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
803,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,21,21,1838,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.8,0.02,0.04,0.06,0.02,0.06,Matches
804,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,25,1993,18,18,1584,1,0,0,0,7,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.0,0.02,0.00,0.02,0.02,0.02,Matches
805,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,22,1997,19,18,1465,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,0.3,0.02,0.02,0.04,0.02,0.04,Matches
806,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,27,2430,0,1,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,1.5,0.02,0.06,0.08,0.02,0.08,Matches
807,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,29,1990,26,25,2279,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.02,0.02,0.04,0.02,0.04,Matches
808,Koray Günter\Koray-Gunter,de GER,DF,Hellas Verona,it Serie A,24,1994,22,21,1858,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.02,0.01,0.03,0.02,0.03,Matches
809,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,19,1999,24,24,2139,1,2,0,0,7,1,0.04,0.08,0.13,0.04,0.13,0.6,0.6,0.4,0.02,0.02,0.04,0.02,0.04,Matches
810,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,25,25,2183,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
811,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,19,19,1630,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
812,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,26,26,2267,0,3,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,2.8,0.02,0.11,0.13,0.02,0.13,Matches
813,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,19,16,1498,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.02,0.02,0.04,0.02,0.04,Matches
814,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,23,21,1942,0,2,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,1.0,0.02,0.04,0.07,0.02,0.07,Matches
815,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,23,23,1803,3,1,0,0,3,0,0.15,0.05,0.20,0.15,0.20,0.5,0.5,0.9,0.02,0.04,0.07,0.02,0.07,Matches
816,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,23,23,2026,0,1,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.4,0.4,0.9,0.02,0.04,0.06,0.02,0.06,Matches
817,Steven Moreira\Steven-Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,17,16,1389,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.4,0.02,0.09,0.10,0.02,0.10,Matches
818,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,18,16,1361,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,1.0,0.02,0.07,0.09,0.02,0.09,Matches
819,Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,fr Ligue 1,23,1996,20,19,1646,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.02,0.04,0.02,0.04,Matches
820,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,29,1990,17,17,1490,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
821,Bram Nuytinck\Bram-Nuytinck,nl NED,DF,Udinese,it Serie A,29,1990,16,16,1408,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.02,0.05,0.07,0.02,0.07,Matches
822,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montpellier,fr Ligue 1,28,1991,21,21,1821,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,0.02,0.04,0.06,0.02,0.06,Matches
823,Rubén Pérez\Ruben-Perez,es ESP,MF,Leganés,es La Liga,30,1989,17,17,1478,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.02,0.02,0.02,Matches
824,Jacopo Petriccione\Jacopo-Petriccione,it ITA,MF,Lecce,it Serie A,24,1995,20,16,1458,0,4,0,0,7,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,1.5,0.02,0.09,0.12,0.02,0.12,Matches
825,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,34,1985,24,20,1714,1,3,0,0,2,0,0.05,0.16,0.21,0.05,0.21,0.4,0.4,1.9,0.02,0.10,0.12,0.02,0.12,Matches
826,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,22,1996,16,15,1372,0,2,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.4,0.02,0.09,0.11,0.02,0.11,Matches
827,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,29,29,2610,0,2,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,1.1,0.02,0.04,0.06,0.02,0.06,Matches
828,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,21,21,1792,0,2,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,2.0,0.02,0.10,0.12,0.02,0.12,Matches
829,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27,1992,22,20,1739,1,2,0,0,8,0,0.05,0.10,0.16,0.05,0.16,0.5,0.5,1.6,0.02,0.08,0.11,0.02,0.11,Matches
830,Stefano Sabelli\Stefano-Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,26,26,2340,0,2,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,2.4,0.02,0.09,0.11,0.02,0.11,Matches
831,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,28,1991,22,22,1887,0,3,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,2.1,0.02,0.10,0.12,0.02,0.12,Matches
832,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,18,18,1489,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
833,Ken Sema\Ken-Sema,se SWE,DF,Udinese,it Serie A,25,1993,22,21,1721,2,0,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,2.1,0.02,0.11,0.13,0.02,0.13,Matches
834,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,21,16,1386,0,2,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,1.2,0.02,0.08,0.09,0.02,0.09,Matches
835,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,eng Premier League,27,1992,21,17,1642,0,4,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,2.0,0.02,0.11,0.12,0.02,0.12,Matches
836,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,24,22,1942,0,1,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.7,0.02,0.03,0.06,0.02,0.06,Matches
837,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,20,20,1687,1,2,0,0,3,0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,2.7,0.02,0.14,0.16,0.02,0.16,Matches
838,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,27,27,2340,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.6,0.6,0.2,0.02,0.01,0.03,0.02,0.03,Matches
839,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,23,21,1874,1,2,0,0,7,0,0.05,0.10,0.14,0.05,0.14,0.4,0.4,2.3,0.02,0.11,0.13,0.02,0.13,Matches
840,Wakaso\Wakaso,gh GHA,MF,Alavés,es La Liga,29,1990,16,15,1283,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
841,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,eng Premier League,23,1996,23,19,1587,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,0.02,0.05,0.08,0.02,0.08,Matches
842,Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,de Bundesliga,27,1992,29,29,2586,1,2,0,0,4,0,0.03,0.07,0.10,0.03,0.10,0.7,0.7,1.5,0.02,0.05,0.08,0.02,0.08,Matches
843,Ola Aina\Ola-Aina,ng NGA,DF,Torino,it Serie A,22,1996,20,15,1456,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.3,0.01,0.08,0.09,0.01,0.09,Matches
844,Rayan Aït Nouri\Rayan-Ait-Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,17,16,1282,0,2,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.9,0.01,0.07,0.08,0.01,0.08,Matches
845,Haitam Aleesami\Haitam-Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,22,21,1916,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.1,0.1,1.3,0.01,0.06,0.07,0.01,0.07,Matches
846,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,14,14,1260,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.3,0.01,0.02,0.04,0.01,0.04,Matches
847,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,19,15,1322,0,6,0,0,7,0,0.00,0.41,0.41,0.00,0.41,0.2,0.2,2.7,0.01,0.18,0.20,0.01,0.20,Matches
848,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,27,1992,17,17,1492,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.01,0.01,0.02,0.01,0.02,Matches
849,Alexis Blin\Alexis-Blin,fr FRA,MF,Amiens,fr Ligue 1,22,1996,24,21,1841,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.6,0.01,0.03,0.04,0.01,0.04,Matches
850,Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,fr Ligue 1,23,1996,20,15,1434,1,1,0,0,6,1,0.06,0.06,0.13,0.06,0.13,0.2,0.2,0.6,0.01,0.04,0.05,0.01,0.05,Matches
851,Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,18,14,1272,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.01,0.06,0.07,0.01,0.07,Matches
852,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23,23,2070,0,2,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.7,0.01,0.08,0.09,0.01,0.09,Matches
853,Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28,28,2520,0,3,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,2.3,0.01,0.08,0.09,0.01,0.09,Matches
854,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,20,18,1528,0,2,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.7,0.01,0.10,0.11,0.01,0.11,Matches
855,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,19,18,1561,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.6,0.01,0.04,0.04,0.01,0.04,Matches
856,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,31,1988,25,25,2175,0,5,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,2.6,0.01,0.11,0.12,0.01,0.12,Matches
857,Djené\Djene,tg TOG,DF,Getafe,es La Liga,27,1991,25,25,2250,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.02,0.01,0.02,Matches
858,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,15,1346,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.6,0.01,0.11,0.11,0.01,0.11,Matches
859,Fabinho\Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,20,15,1449,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,0.2,0.2,1.2,0.01,0.08,0.09,0.01,0.09,Matches
860,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,22,17,1606,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.01,0.03,0.04,0.01,0.04,Matches
861,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,28,1991,19,17,1526,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,0.01,0.07,0.07,0.01,0.07,Matches
862,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,29,29,2610,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
863,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,18,16,1448,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
864,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,eng Premier League,24,1994,23,21,1900,0,2,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.4,0.01,0.07,0.08,0.01,0.08,Matches
865,Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,de Bundesliga,25,1993,23,22,1984,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.2,0.01,0.01,0.02,0.01,0.02,Matches
866,Igor\Igor,br BRA,DF,SPAL,it Serie A,21,1998,17,15,1337,0,1,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.0,0.01,0.07,0.08,0.01,0.08,Matches
867,Laurent Jans\Laurent-Jans,lu LUX,DF,Paderborn 07,de Bundesliga,26,1992,18,16,1348,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.7,0.01,0.05,0.06,0.01,0.06,Matches
868,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,19,17,1549,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06,Matches
869,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,28,28,2305,0,2,0,0,8,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.1,0.01,0.04,0.06,0.01,0.06,Matches
870,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15,14,1305,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
871,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,17,15,1383,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.01,0.03,0.04,0.01,0.04,Matches
872,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25,1994,26,26,2340,1,0,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,0.4,0.01,0.02,0.03,0.01,0.03,Matches
873,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,17,17,1383,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.03,0.04,0.01,0.04,Matches
874,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,20,19,1678,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,0.01,0.05,0.07,0.01,0.07,Matches
875,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21,18,1572,0,1,0,0,7,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,1.5,0.01,0.09,0.09,0.01,0.09,Matches
876,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,22,1980,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.01,0.05,0.06,0.01,0.06,Matches
